Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd,,
9966714,MALARIA_EST_MORTALITY,COUNTRY,CIV,AFR,Africa,YEAR,2021,,,,,,,,,37.95 [32.62-44.30],37.94905596,32.6183742,44.30201403,,2025-12-19T14:27:58Z,2021,01/01/2021,31/12/2021,,
9969630,MALARIA_EST_MORTALITY,COUNTRY,MDG,AFR,Africa,YEAR,2000,,,,,,,,,13.56 [0.84-34.63],13.55627379,0.841590914,34.62753063,,2025-12-19T14:27:58Z,2000,01/01/2000,31/12/2000,,
9973065,MALARIA_EST_MORTALITY,COUNTRY,MMR,SEAR,South-East Asia,YEAR,2006,,,,,,,,,4.90 [2.09-9.25],4.902391606,2.092103424,9.245127531,,2025-12-19T14:27:58Z,2006,01/01/2006,31/12/2006,,
9995474,MALARIA_EST_MORTALITY,COUNTRY,SLV,AMR,Americas,YEAR,2009,,,,,,,,,0 [0-0],0,0,0,,2025-12-19T14:27:58Z,2009,01/01/2009,31/12/2009,,
9995693,MALARIA_EST_MORTALITY,REGION,AMR,,,YEAR,2014,,,,,,,,,0.25 [0.18-0.32],0.245154849,0.182457201,0.317715049,,2025-12-19T14:27:58Z,2014,01/01/2014,31/12/2014,,
9996941,MALARIA_EST_MORTALITY,COUNTRY,BFA,AFR,Africa,YEAR,2010,,,,,,,,,234.56 [213.05-257.74],234.5625116,213.0496663,257.7442905,,2025-12-19T14:27:58Z,2010,01/01/2010,31/12/2010,,
10002395,MALARIA_EST_MORTALITY,COUNTRY,DOM,AMR,Americas,YEAR,2004,,,,,,,,,0.32 [0.32-0.32],0.319032947,0.319032947,0.319032947,,2025-12-19T14:27:58Z,2004,01/01/2004,31/12/2004,,
10012987,MALARIA_EST_MORTALITY,COUNTRY,BLZ,AMR,Americas,YEAR,2004,,,,,,,,,0.53 [0.53-0.53],0.533432907,0.533432907,0.533432907,,2025-12-19T14:27:58Z,2004,01/01/2004,31/12/2004,,
10018814,MALARIA_EST_MORTALITY,COUNTRY,TKM,EUR,Europe,YEAR,2007,,,,,,,,,0 [0-0],0,0,0,,2025-12-19T14:27:58Z,2007,01/01/2007,31/12/2007,,
10025150,MALARIA_EST_MORTALITY,COUNTRY,SYR,EMR,Eastern Mediterranean,YEAR,2021,,,,,,,,,0 [0-0],0,0,0,,2025-12-19T14:27:58Z,2021,01/01/2021,31/12/2021,,
10025184,MALARIA_EST_MORTALITY,COUNTRY,UGA,AFR,Africa,YEAR,2001,,,,,,,,,187.27 [177.55-197.61],187.2690884,177.5542595,197.6066525,,2025-12-19T14:27:58Z,2001,01/01/2001,31/12/2001,,
10044283,MALARIA_EST_MORTALITY,COUNTRY,PRY,AMR,Americas,YEAR,2006,,,,,,,,,0 [0-0],0,0,0,,2025-12-19T14:27:58Z,2006,01/01/2006,31/12/2006,,
10046778,MALARIA_EST_MORTALITY,COUNTRY,TUR,EUR,Europe,YEAR,2016,,,,,,,,,0 [0-0],0,0,0,,2025-12-19T14:27:58Z,2016,01/01/2016,31/12/2016,,
10050133,MALARIA_EST_MORTALITY,COUNTRY,STP,AFR,Africa,YEAR,2002,,,,,,,,,214.11 [214.11-214.11],214.1127661,214.1127661,214.1127661,,2025-12-19T14:27:58Z,2002,01/01/2002,31/12/2002,,
10051516,MALARIA_EST_MORTALITY,COUNTRY,MYT,AFR,Africa,YEAR,2023,,,,,,,,,0 [0-0],0,0,0,,2025-12-19T14:27:58Z,2023,01/01/2023,31/12/2023,,
10066223,MALARIA_EST_MORTALITY,COUNTRY,BDI,AFR,Africa,YEAR,2017,,,,,,,,,51.37 [44.01-62.01],51.36979456,44.00890537,62.00701813,,2025-12-19T14:27:58Z,2017,01/01/2017,31/12/2017,,
10072008,MALARIA_EST_MORTALITY,COUNTRY,LBR,AFR,Africa,YEAR,2022,,,,,,,,,71.58 [54.44-100.05],71.57620633,54.43588235,100.0503602,,2025-12-19T14:27:58Z,2022,01/01/2022,31/12/2022,,
10082065,MALARIA_EST_MORTALITY,COUNTRY,AZE,EUR,Europe,YEAR,2021,,,,,,,,,0 [0-0],0,0,0,,2025-12-19T14:27:58Z,2021,01/01/2021,31/12/2021,,
10083306,MALARIA_EST_MORTALITY,COUNTRY,LKA,SEAR,South-East Asia,YEAR,2000,,,,,,,,,1.74 [1.74-1.74],1.73524959,1.73524959,1.73524959,,2025-12-19T14:27:58Z,2000,01/01/2000,31/12/2000,,
10083936,MALARIA_EST_MORTALITY,COUNTRY,GUY,AMR,Americas,YEAR,2013,,,,,,,,,12.00 [5.60-21.20],11.99966401,5.599843204,21.19940642,,2025-12-19T14:27:58Z,2013,01/01/2013,31/12/2013,,
10088824,MALARIA_EST_MORTALITY,COUNTRY,SLV,AMR,Americas,YEAR,2006,,,,,,,,,0 [0-0],0,0,0,,2025-12-19T14:27:58Z,2006,01/01/2006,31/12/2006,,
10090959,MALARIA_EST_MORTALITY,COUNTRY,PHL,WPR,Western Pacific,YEAR,2022,,,,,,,,,0.03 [0.01-0.05],0.025701755,0.010583075,0.046867906,,2025-12-19T14:27:58Z,2022,01/01/2022,31/12/2022,,
10100898,MALARIA_EST_MORTALITY,COUNTRY,ZWE,AFR,Africa,YEAR,2005,,,,,,,,,26.26 [4.86-74.98],26.25691635,4.8627687,74.9774334,,2025-12-19T14:27:58Z,2005,01/01/2005,31/12/2005,,
10101305,MALARIA_EST_MORTALITY,COUNTRY,ARM,EUR,Europe,YEAR,2011,,,,,,,,,0 [0-0],0,0,0,,2025-12-19T14:27:58Z,2011,01/01/2011,31/12/2011,,
10102614,MALARIA_EST_MORTALITY,COUNTRY,COD,AFR,Africa,YEAR,2003,,,,,,,,,186.92 [170.19-205.55],186.9168268,170.1922545,205.5496502,,2025-12-19T14:27:58Z,2003,01/01/2003,31/12/2003,,
10103578,MALARIA_EST_MORTALITY,COUNTRY,BTN,SEAR,South-East Asia,YEAR,2013,,,,,,,,,0 [0-0],0,0,0,,2025-12-19T14:27:58Z,2013,01/01/2013,31/12/2013,,
10104325,MALARIA_EST_MORTALITY,COUNTRY,COD,AFR,Africa,YEAR,2020,,,,,,,,,78.16 [52.26-119.40],78.15918488,52.25646009,119.3957989,,2025-12-19T14:27:58Z,2020,01/01/2020,31/12/2020,,
10104608,MALARIA_EST_MORTALITY,COUNTRY,GIN,AFR,Africa,YEAR,2001,,,,,,,,,143.69 [135.62-152.46],143.6891976,135.6212441,152.4597305,,2025-12-19T14:27:58Z,2001,01/01/2001,31/12/2001,,
10127779,MALARIA_EST_MORTALITY,COUNTRY,ARM,EUR,Europe,YEAR,2019,,,,,,,,,0 [0-0],0,0,0,,2025-12-19T14:27:58Z,2019,01/01/2019,31/12/2019,,
10129797,MALARIA_EST_MORTALITY,COUNTRY,PHL,WPR,Western Pacific,YEAR,2017,,,,,,,,,0.06 [0.02-0.11],0.057369428,0.023903928,0.105177285,,2025-12-19T14:27:58Z,2017,01/01/2017,31/12/2017,,
10141233,MALARIA_EST_MORTALITY,COUNTRY,SWZ,AFR,Africa,YEAR,2007,,,,,,,,,5.57 [5.57-5.57],5.566524884,5.566524884,5.566524884,,2025-12-19T14:27:58Z,2007,01/01/2007,31/12/2007,,
10166341,MALARIA_EST_MORTALITY,COUNTRY,GHA,AFR,Africa,YEAR,2023,,,,,,,,,33.93 [31.94-36.80],33.92929199,31.94041514,36.80310066,,2025-12-19T14:27:58Z,2023,01/01/2023,31/12/2023,,
10171589,MALARIA_EST_MORTALITY,COUNTRY,COG,AFR,Africa,YEAR,2002,,,,,,,,,70.85 [66.73-75.56],70.84938686,66.7309305,75.56472094,,2025-12-19T14:27:58Z,2002,01/01/2002,31/12/2002,,
10178378,MALARIA_EST_MORTALITY,COUNTRY,BEN,AFR,Africa,YEAR,2011,,,,,,,,,84.32 [78.54-90.66],84.32056557,78.5446415,90.66120262,,2025-12-19T14:27:58Z,2011,01/01/2011,31/12/2011,,
